"번호","k-아파트코드","k-아파트명","k-단지분류(아파트,주상복합등등)","kapt도로명주소","주소(시도)k-apt주소split","주소(시군구)","주소(읍면동)","나머지주소","주소(도로명)","주소(도로상세주소)","k-전화번호","k-팩스번호","단지소개기존clob","단지첨부파일","k-세대타입(분양형태)","k-관리방식","k-복도유형","k-난방방식","k-전체동수","k-전체세대수","k-건설사(시공사)","k-시행사","k-사용검사일-사용승인일","k-연면적","k-주거전용면적","k-관리비부과면적","k-전용면적별세대현황(60㎡이하)","k-전용면적별세대현황(60㎡~85㎡이하)","k-85㎡~135㎡이하","k-135㎡초과","k-홈페이지","k-등록일자","k-수정일자","고용보험관리번호","경비비관리형태","세대전기계약방법","청소비관리형태","건축면적","주차대수","기타/의무/임대/임의=1/2/3/4","단지승인일","사용허가여부","관리비 업로드","좌표X","좌표Y","단지신청일"
"58","A14321001","광장11현대홈타운","연립주택","서울특별시 광진구 아차산로69길 29","서울","광진구","광장동","579 광장11차현대홈타운 관리사무소","아차산로69길","29","024560155","024560169","","","분양","위탁관리","계단식","개별난방","8","159","현대건설","광장11차현대지역주택조합","2003-10-28 00:00:00.0","27590","13505","17364","0","159","0","","","","2022-04-05 05:38:09.0","10295724970337","위탁","종합계약","위탁","5079.87","182","의무","2013-05-21 12:35:13.0","Y","N","127.0969941","37.5430085","2013-03-07 09:46:54.0"
"59","A13787102","서초2차e편한세상","아파트","서울특별시 서초구 효령로49길 57","서울","서초구","서초동","1529번지","효령로49길","57","025841546","025841506","","","분양","위탁관리","계단식","개별난방","3","159","대림산업","서초연합 재건축 주택조합","2005-02-24 00:00:00.0","30500","16997","16995","0","43","116","","","","2022-04-05 16:40:14.0","907-00-31605-1","위탁+직영","종합계약","위탁","2213.01","255","의무","2013-06-17 19:03:38.0","Y","N","127.0090583","37.4862357","2013-03-07 09:46:54.0"
"60","A13087401","휘경서울가든","아파트","서울특별시 동대문구 겸재로 24","서울","동대문구","휘경동","49-5","겸재로","24","0222457288","0222485490","85","","분양","자치관리","복도식","개별난방","1","160","삼익건설(주)","동대문구","1985-12-03 00:00:00.0","17646","13309","17646","0","30","130","","","","2022-04-05 06:14:24.0","","직영","종합계약","직영","0.00","157","의무","2013-06-13 18:14:30.0","Y","N","127.0711253","37.5841565","2013-03-07 09:46:54.0"
"62","A13880201","가락현대6차","아파트","서울특별시 송파구 송이로19길 8","서울","송파구","가락동","55번지","송이로19길","8","024496408","024496408","","","분양","위탁관리","계단식","개별난방","2","160","현대건설","한미은행 연합조합","1991-12-14 00:00:00.0","17690","13568","17686","0","160","0","","","","2022-04-05 18:15:30.0","90700312121","직영","종합계약","위탁","0.00","125","의무","2017-10-19 11:58:33.0","Y","N","127.1226268","37.4972327","2013-03-07 09:46:55.0"
"63","A15088802","여의도화랑","아파트","서울특별시 영등포구 국제금융로7가길 21","서울","영등포구","여의도동","40-4","국제금융로7가길","21","027805488","0266715488","","","분양","자치관리","계단식","지역난방","3","160","삼익주택","삼익주택","1977-12-16 00:00:00.0","20628","18083","20628","0","0","120","","","","2022-04-05 14:11:02.0","1998-0181495","직영","종합계약","직영","0.00","155","의무","2018-02-22 15:48:30.0","Y","N","126.9355476","37.5221449","2013-03-07 09:46:55.0"
"64","A15009501","문래진주","아파트","서울특별시 영등포구 선유로9길 31","서울","영등포구","문래동5가","22번지","선유로9길","31","0226752191","0226752191","","","분양","위탁관리","계단식","개별난방","3","160","라이프주택","라이프주택","1984-08-21 00:00:00.0","20732","16101","20180","0","80","80","","","","2022-04-05 14:26:12.0","107-80-03218-0","위탁","종합계약","위탁","0.00","130","의무","2013-06-23 12:05:13.0","Y","N","126.8847882","37.5171755","2013-03-07 09:46:55.0"
"65","A15083701","신길삼두","아파트","서울특별시 영등포구 여의대방로61길 19","서울","영등포구","신길동","2-3","여의대방로61길","19","028484188","028484188","","","분양","위탁관리","복도식","개별난방","1","160","삼두실업(주)","삼두실업(주)","1987-12-12 00:00:00.0","10684","7333","7333","160","0","0","","","","2022-04-05 14:41:27.0","11880001140","위탁","종합계약","위탁","0.00","45","의무","2013-06-23 12:05:06.0","Y","N","126.9238594","37.5143228","2013-03-07 09:46:55.0"
"66","A13583301","논현동부센트레빌","아파트","서울특별시 강남구 언주로116길 6","서울","강남구","논현동","275번지","언주로116길","6","0262416935","025426835","","","분양","위탁관리","계단식","개별난방","4","160","동부건설","양지아파트재건축조합","2003-12-24 00:00:00.0","30443","15710","19497","0","76","84","","","","2022-04-05 17:22:48.0","90700220911","위탁","종합계약","위탁","0.00","239","의무","2019-07-24 09:50:05.0","Y","N","127.0376735","37.5103594","2013-03-07 09:46:55.0"
"67","A12201301","응암경남","아파트","서울특별시 은평구 가좌로7나길 35","서울","은평구","응암동","714","가좌로7나길","35","023070223","023080223","","","분양","위탁관리","혼합식","개별난방","2","160","경남기업","경남기업","1995-12-22 00:00:00.0","17366","11090","15021","63","97","0","","","","2022-04-05 09:55:19.0","90800990861","위탁","단일계약","위탁","1852.89","130","의무","2013-06-23 15:15:52.0","Y","N","126.9203156","37.5833193","2013-03-07 09:46:55.0"
"68","A13788201","서초현대4차","아파트","서울특별시 서초구 고무래로 94","서울","서초구","서초동","서울시 서초구 서초4동 1684외","고무래로","94","0234817430","0234817430","","","분양","위탁관리","혼합식","지역난방","3","160","현대산업개발","서초은하아파트재건축조합","2000-11-27 00:00:00.0","31326","16081","20034","20","70","17","","","","2022-04-05 16:38:43.0","2000-37052-2","위탁","종합계약","위탁","0.00","1","의무","2013-06-20 14:18:22.0","Y","N","127.0178518","37.5003507","2013-03-07 09:46:55.0"
"69","A13508001","역삼휴먼터치빌","주상복합","서울특별시 강남구 논현로 565","서울","강남구","역삼동","606-18","논현로","565","025530050","025526839","","","임대+분양","자치관리","복도식","개별난방","1","160","현대산업개발","현대산업개발","1999-06-19 00:00:00.0","12415","4785","9807","160","0","0","","www.humantouch.co.kr","","2022-04-05 16:53:31.0","132810337502","위탁","단일계약","위탁","0.00","123","의무","2017-02-16 15:24:47.0","Y","N","127.0338294","37.5064114","2013-03-07 09:46:55.0"
"70","A15785601","방화진로","아파트","서울특별시 강서구 금낭화로 258","서울","강서구","방화동","804번지","금낭화로","258","0226659633","0226659633","","","분양","위탁관리","계단식","지역난방","2","160","주)진로건설","주)진로건설","1994-09-09 00:00:00.0","20959","13589","17360","0","160","0","","","","2022-04-05 12:56:47.0","1998-046157-1","위탁","종합계약","위탁","2092.43","166","의무","2016-04-27 14:28:08.0","Y","N","126.8084237","37.5770526","2013-03-07 09:46:55.0"
"71","A13790902","잠원킴스빌리지","아파트","서울특별시 서초구 잠원로3길 6","서울","서초구","잠원동","71-12","잠원로3길","6","025917591","025917590","109","","분양","위탁관리","복도식","개별난방","1","160","시대종합건설(주)","뉴코아","1996-12-17 00:00:00.0","12614","4851","12614","160","0","0","","","","2022-04-05 16:12:20.0","907-00-28599-1","직영","종합계약","직영","599.03","138","의무","2013-06-18 09:24:59.0","Y","N","127.0067114","37.5109145","2013-03-07 09:46:55.0"
"72","A15782501","강서월드메르디앙","아파트","서울특별시 강서구 공항대로42길 54-26","서울","강서구","내발산동","","공항대로42길","54-26","0236655020","0260825030","714","FILE_000000000165416","분양","위탁관리","계단식","개별난방","3","160","월드건설","중앙대덕용광고려연립재건축주택조합","2006-03-30 00:00:00.0","26678","13883","17556","20","111","29","","","","2022-04-05 12:49:23.0","90900089271","위탁","종합계약","위탁","1776.00","247","의무","2013-05-09 16:04:36.0","Y","N","126.843127","37.5568955","2013-03-07 09:46:55.0"
"73","A15284302","구로대성스카이렉스","주상복합","서울특별시 구로구 공원로 27","서울","구로구","구로동","구로동 대성스카이렉스 주상복합아파트","공원로","27","028308303","028308304","","","분양","위탁관리","계단식","개별난방","2","160","대성산업(주)","공원빌라 재건축조합","2006-04-25 00:00:00.0","27171","14281","16868","0","120","40","","","","2022-04-05 13:20:07.0","90700237531","위탁","단일계약","위탁","0.00","225","의무","2017-03-21 14:57:06.0","Y","N","126.8909539","37.4994441","2013-03-07 09:46:55.0"
"74","A12111001","마포경남아너스빌","아파트","서울특별시 마포구 신수로 81","서울","마포구","신수동","456 번지","신수로","81","027125412","027115419","","","분양","위탁관리","계단식","개별난방","2","160","경남기업(주)","청옥산업개발(주)","2007-05-17 00:00:00.0","22218","13592","16926","0","160","0","","","","2022-04-05 11:03:50.0","105-80-05388-0","직영","종합계약","위탁","0.00","182","의무","2013-06-23 15:24:54.0","Y","N","126.934029","37.5487707","2013-03-07 09:46:55.0"
"75","A13784401","방배브라운가","아파트","서울특별시 서초구 방배로19길 67","서울","서초구","방배동","","방배로19길","67","025860690","025860680","","","분양","위탁관리","계단식","개별난방","2","161","흥화공업(주)","흥화공업(주)","2006-05-26 00:00:00.0","19876","15462","15462","0","116","45","","","","2022-04-05 15:58:00.0","90700291961","직영","단일계약","위탁","1317.86","218","의무","2017-02-17 10:58:37.0","Y","N","126.9919326","37.4835259","2013-03-07 09:46:55.0"
"76","A13181201","면목신성미소지움","아파트","서울특별시 중랑구 용마산로86길 9-27","서울","중랑구","면목동","1527번지","용마산로86길","9-27","024364511","024381283","","","분양","위탁관리","계단식","개별난방","2","161","신성건설","서경한성동남조합신성건설","2004-11-12 00:00:00.0","22637","12911","16529","0","161","0","","","","2022-04-05 06:27:04.0","20480054430","위탁","종합계약","위탁","0.00","178","의무","2013-06-14 13:39:34.0","Y","N","127.0961012","37.587218","2013-03-07 09:46:55.0"
"77","A13786803","서초3차e편한세상","아파트","서울특별시 서초구 남부순환로 2343-10","서울","서초구","서초동","1467-37","남부순환로","2343-10","025216109","025216120","","","분양","위탁관리","계단식","개별난방","2","77","대림산업","(주)디케이건설","2005-12-23 00:00:00.0","21246","11722","14112","0","0","17","","cafe.daum.net/seocho3cha","","2022-04-05 16:40:01.0","214-80-04515-0","위탁","종합계약","위탁","0.00","182","기타","2013-06-18 15:06:12.0","Y","N","127.0077138","37.4785869","2013-03-07 09:46:55.0"
"78","A13609001","종암우림카이저팰리스","주상복합","서울특별시 성북구 종암로 132","서울","성북구","종암동","132번지","종암로","132","029429371","029425757","","","분양","위탁관리","계단식","개별난방","2","161","우림건설","종암시장 재건축조합","2008-05-01 00:00:00.0","24558","13656","18221","0","161","0","","","","2022-04-05 07:18:15.0","20981344450","위탁","종합계약","위탁","0.00","218","의무","2013-06-23 13:00:36.0","Y","N","127.0334853","37.6018897","2013-03-07 09:46:55.0"
"79","A13481001","길동우성1차","아파트","서울특별시 강동구 천중로49길 58","서울","강동구","길동","서울강동구 길동 332번지","천중로49길","58","024709574","024709570","4","","분양","직영","계단식","개별난방","2","162","우성건설","우성건설","1989-10-06 00:00:00.0","16822","13216","13217","0","162","0","","","","2022-04-05 18:53:10.0","21282601880","위탁","단일계약","위탁","0.00","64","의무","2019-04-25 15:45:10.0","Y","N","127.1445299","37.5432755","2013-03-07 09:46:55.0"
"80","A13880602","가락우성2차아파트","아파트","서울특별시 송파구 중대로12길 35","서울","송파구","가락동","120-4","중대로12길","35","024007459","024487459","","","분양","위탁관리","혼합식","개별난방","2","162","우성건설","가락동조합아파트","2000-06-14 00:00:00.0","20701","11491","19537","82","80","0","","","","2022-04-05 18:14:27.0","215-82-60998","위탁","단일계약","위탁","1195.53","156","의무","2013-05-22 16:58:14.0","Y","N","127.1255185","37.4918819","2013-03-07 09:46:56.0"
"81","A15603001","상도동원베네스트","아파트","서울특별시 동작구 상도로34길 42","서울","동작구","상도동","","상도로34길","42","028243394","028253394","","","분양","위탁관리","계단식","개별난방","4","162","동원시스템즈(주)/건설","상도동원지역주택조합","2008-10-31 00:00:00.0","23332","13731","17608","0","162","0","","","","2022-04-05 15:02:53.0","908-01-12697-1","위탁","단일계약","위탁","1840.80","185","의무","2013-06-23 11:08:16.0","Y","N","126.9444312","37.5029264","2013-03-07 09:46:56.0"
"82","A15283701","고척경남1차","아파트","서울특별시 구로구 경인로47길 150","서울","구로구","고척동","관리사무소","경인로47길","150","0226259294","0226155957","","","분양","위탁관리","혼합식","개별난방","1","163","경남건설","오희태양재건축조함","1998-01-26 00:00:00.0","18138","11491","15068","94","69","0","","","","2022-04-05 13:23:50.0","91610816081","위탁","단일계약","위탁","1332.90","136","의무","2017-08-29 16:42:09.0","Y","N","126.8627712","37.5052906","2013-03-07 09:46:56.0"
"83","A13114201","묵동동구햇살","아파트","서울특별시 중랑구 동일로169길 41","서울","중랑구","묵동","서울시중랑구 묵2동 388","동일로169길","41","029499031","0260819031","76","FILE_000000000123878","분양","위탁관리","계단식","개별난방","3","163","동구건설","삼성연립","2004-05-12 00:00:00.0","23257","13689","16633","0","163","0","","","","2022-04-05 06:39:02.0","907-00-32723-1","위탁","단일계약","직영","0.00","185","의무","2013-06-23 14:54:47.0","Y","N","127.0747746","37.613353","2013-03-07 09:46:56.0"
